"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","List Office Name","Price"
"VAFX2157196","RES","CNL","1650 Silver Hill Dr #1603","Mclean","Fairfax, VA","1","1/1","Unit/Flat/Apartment","05/09/24","TTR Sothebys International Realty (TTRS3)","$669,000"
"VAFX2157318","RES","CNL","6401 Old Dominion Dr","Mclean","Fairfax, VA","6","6/2","Detached","04/17/24","Samson Properties (SAMP14)","$2,548,000"
"VAFX2156742","RES","CNL","1307 Oberon Way","Mclean","Fairfax, VA","7","7/1","Detached","05/01/24","Focal Point Real Estate , LLC (FPRE1)","$3,150,000"
"VAFX2156922","RES","CNL","1800 Rupert St","Mclean","Fairfax, VA","6","6/2","Detached","01/24/24","KW Metro Center (KWR9)","$3,499,888"
"VAFX2156526","RES","CNL","1800 Old Meadow #510","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","01/02/24","Long & Foster Real Estate, Inc. (LNG83)","$545,000"
"VAFX2155720","RES","CNL","893 Georgetown Ridge Ct","Mclean","Fairfax, VA","6","7/2","Detached","09/24/24","Long & Foster Real Estate, Inc. (LNG83)","$4,495,000"
"VAFX2156174","RES","CNL","6226 Kellogg Dr","Mclean","Fairfax, VA","5","5/3","Detached","01/17/24","KW Metro Center (KWR9)","$3,399,888"
"VAFX2151346","RES","CNL","1002 Salt Meadow Ln","Mclean","Fairfax, VA","7","6/1","Detached","05/23/24","Innovation Properties, LLC (ZOOME1)","$3,050,000"
"VAFX2155454","RES","CNL","1100 Balls Hill Rd","Mclean","Fairfax, VA","7","6/1","Detached","04/25/24","Innovation Properties, LLC (ZOOME1)","$4,000,000"
"VAFX2154306","RES","CNL","1459 Dewberry Ct","Mclean","Fairfax, VA","6","6/2","Detached","01/22/24","Long & Foster Real Estate, Inc. (LNG338)","$3,450,000"
"VAFX2153714","RES","CNL","1553 Dominion Hill Ct","Mclean","Fairfax, VA","5","5/0","Detached","04/15/24","Long & Foster Real Estate, Inc. (LNG78)","$1,785,000"
"VAFX2153488","RES","CNL","1720 Chesterbrook Vale Ct","Mclean","Fairfax, VA","5","4/1","Detached","","Washington Fine Properties (WFP9)","$1,799,000"
"VAFX2153292","RES","CNL","1327 Mayflower Dr","Mclean","Fairfax, VA","7","7/1","Detached","12/26/23","KW Metro Center (KWR19)","$2,999,999"
"VAFX2152848","RES","CNL","6226 Kellogg Dr","Mclean","Fairfax, VA","5","5/3","Detached","11/29/23","KW Metro Center (KWR9)","$3,399,888"
"VAFX2152924","RES","CNL","7661 Provincial Dr #112","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","12/10/23","Compass (COMPS1)","$339,500"
"VAFX2152704","RES","CNL","1408 Harvest Crossing Dr","Mclean","Fairfax, VA","4","4/1","End of Row/Townhouse","10/22/23","Better Homes Realty, Inc. (BHRY1)","$6,250"
"VAFX2151966","RES","CNL","1625 International Dr #TH-6","Mclean","Fairfax, VA","2","2/1","End of Row/Townhouse","12/23/23","Fairfax Realty of Tysons (FRX2)","$545,000"
"VAFX2151348","RES","CNL","3950 N Dumbarton St","Mclean","Fairfax, VA","8","8/1","Detached","02/22/24","Innovation Properties, LLC (ZOOME1)","$3,999,999"
"VAFX2151552","RES","CNL","6401 Old Dominion Dr","Mclean","Fairfax, VA","6","6/2","Detached","12/07/23","Samson Properties (SAMP14)","$2,548,000"
"VAFX2150248","RES","CNL","7680 Tremayne Pl #305","Mclean","Fairfax, VA","2","1","Penthouse Unit/Flat/Apartment","12/14/23","Compass (COMPS5)","$325,000"
"VAFX2150978","RES","CNL","1812 Opalocka Dr","Mclean","Fairfax, VA","6","7/0","Detached","10/02/24","TTR Sothebys International Realty (TTRS3)","$2,424,900"
"VAFX2150882","RES","CNL","1650 Silver Hill Dr #1709","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","01/05/24","Samson Properties (SAMP14)","$649,000"
"VAFX2150034","RES","CNL","1402 Pathfinder Ln","Mclean","Fairfax, VA","7","7/1","Detached","10/02/24","TTR Sothebys International Realty (TTRS3)","$2,549,900"
"VAFX2149922","RES","CNL","6715 Old Chesterbrook Rd","Mclean","Fairfax, VA","7","7/1","Detached","10/02/24","TTR Sothebys International Realty (TTRS3)","$2,349,900"
"VAFX2148946","RES","CNL","1800 Old Meadow Rd #1519","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","10/28/23","Paton Real Estate LLC (PATN1)","$526,000"
"VAFX2149436","RES","CNL","8350 Greensboro Dr #124","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/26/24","Fairfax Realty of Tysons (FRX2)","$499,000"
"VAFX2148100","RES","CNL","1120 Guilford Ct","Mclean","Fairfax, VA","4","4/4","Detached","02/07/24","Pocketlisting LLC (POCKET1)","$6,200,000"
"VAFX2148554","RES","CNL","1519 Spring Vale Ave","Mclean","Fairfax, VA","6","5/1","Detached","10/09/23","Green Logic, Inc (MLSR1)","$2,650,000"
"VAFX2147470","RES","CNL","1808 Old Meadow Rd #912","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","09/16/23","Long & Foster Real Estate, Inc. (LNG83)","$470,000"
"VAFX2147648","RES","CNL","1415 Kurtz Rd","Mclean","Fairfax, VA","5","5/2","Detached","03/20/24","Long & Foster Real Estate, Inc. (LNG83)","$3,650,000"
"VAFX2144486","RES","CNL","6219 Park Rd","Mclean","Fairfax, VA","3","2/1","Detached","10/11/23","Weichert, REALTORS (WEI70)","$1,199,000"
"VAFX2144746","RES","CNL","7109 Benjamin St","Mclean","Fairfax, VA","6","7/2","Detached","10/07/24","TTR Sothebys International Realty (TTRS3)","$4,250,000"
"VAFX2145932","RES","CNL","1313 Merrie Ridge Rd","Mclean","Fairfax, VA","6","3/2","Detached","10/02/23","Weichert, REALTORS (WEI70)","$1,795,000"
"VAFX2146828","RES","CNL","7201 Old Dominion Dr","Mclean","Fairfax, VA","6","6/3","Detached","02/19/24","Washington Fine Properties, LLC (WFP4)","$4,999,000"
"VAFX2146870","RES","CNL","1002 Salt Meadow Ln","Mclean","Fairfax, VA","7","6/1","Detached","10/11/23","Innovation Properties, LLC (ZOOME1)","$2,949,900"
"VAFX2144774","RES","CNL","1645 Kirby Rd","Mclean","Fairfax, VA","7","6/1","Detached","03/27/24","EXP Realty, LLC (EXPY5)","$2,645,000"
"VAFX2141110","RES","CNL","1800 Rupert St","Mclean","Fairfax, VA","4","3","Detached","12/04/23","KW Metro Center (KWR9)","$3,499,888"
"VAFX2146094","RES","CNL","1800 Old Meadow Rd #1017","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","12/23/23","Samson Properties (SAMP1)","$409,900"
"VAFX2144136","RES","CNL","6226 Kellogg Dr","Mclean","Fairfax, VA","5","5/3","Detached","10/25/23","KW Metro Center (KWR9)","$3,499,888"
"VAFX2144670","RES","CNL","1800 Youngblood St","Mclean","Fairfax, VA","7","6/1","Detached","10/11/23","Innovation Properties, LLC (ZOOME1)","$2,999,000"
"VAFX2144322","RES","CNL","1517 Highwood Dr","Mclean","Fairfax, VA","6","4/1","Detached","10/19/23","Compass (COMPS5)","$1,750,000"
"VAFX2143626","RES","CNL","3950 Dickerson St","Mclean","Fairfax, VA","1","1/1","Detached","10/11/23"," (ZOOME1)","$3,999,999"
"VAFX2143130","RES","CNL","903 Countryside Ct","Mclean","Fairfax, VA","5","5/1","Detached","03/13/24","Washington Fine Properties, LLC (WFP1)","$3,950,000"
"VAFX2142812","RES","CNL","1301 Altamira Ct","Mclean","Fairfax, VA","6","6/2","Detached","01/11/24","Compass (COMPS5)","$4,295,000"
"VAFX2142450","RES","CNL","6226 Kellogg Dr","Mclean","Fairfax, VA","5","5/3","Detached","08/24/23","KW Metro Center (KWR9)","$3,589,888"
"VAFX2142374","RES","CNL","8220 Crestwood Heights Dr #1818","Mclean","Fairfax, VA","3","3/1","Penthouse Unit/Flat/Apartment","08/17/23","Fairfax Realty of Tysons (FRX2)","$1,460,000"
"VAFX2140754","RES","CNL","7304 Old Dominion Dr","Mclean","Fairfax, VA","5","4/1","Detached","03/07/24","Samson Properties (SAMP1)","$2,750,000"
"VAFX2141768","RES","CNL","1433 Ironwood Dr","Mclean","Fairfax, VA","5","5/2","Detached","01/15/24","Compass (COMPS6)","$3,275,000"
"VAFX2141338","RES","CNL","6513 Hitt Ave","Mclean","Fairfax, VA","6","6/1","Detached","10/02/23","Green Logic, Inc (MLSR1)","$2,950,000"
"VAFX2141210","RES","CNL","1645 International Dr #TH-16","Mclean","Fairfax, VA","2","2/1","End of Row/Townhouse","08/28/23","VMDC Realty LLC (VMDCRLLC)","$515,000"
"VAFX2140498","RES","CNL","1800 Youngblood St","Mclean","Fairfax, VA","7","6/1","Detached","08/15/23","Innovation Properties, LLC (ZOOME1)","$2,999,000"
"VAFX2140534","RES","CNL","1002 Salt Meadow Ln","Mclean","Fairfax, VA","7","6/1","Detached","08/15/23","Innovation Properties, LLC (ZOOME1)","$2,999,000"
"VAFX2140300","RES","CNL","817 Carrie Ct","Mclean","Fairfax, VA","6","5/1","Detached","11/01/23","Long & Foster Real Estate, Inc. (LNG83)","$3,650,000"
"VAFX2139848","RES","CNL","1135 Buchanan St","Mclean","Fairfax, VA","5","5/1","Detached","08/06/23","Innovation Properties, LLC (ZOOME1)","$2,184,900"
"VAFX2139844","RES","CNL","1133 Buchanan St","Mclean","Fairfax, VA","5","5/1","Detached","10/11/23","Innovation Properties, LLC (ZOOME1)","$2,200,000"
"VAFX2139798","RES","CNL","8220 Crestwood Heights Dr #519","Mclean","Fairfax, VA","1","1/1","Unit/Flat/Apartment","10/12/23","Redfin Corporation (REFC1)","$660,000"
"VAFX2139640","RES","CNL","8350 Greensboro Dr #307","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","08/08/23","Taylor Properties (TAYL1)","$499,999"
"VAFX2138146","RES","CNL","1443 Waggaman Cir","Mclean","Fairfax, VA","7","6/2","Detached","01/08/24","Washington Fine Properties, LLC (WFP4)","$2,789,000"
"VAFX2136552","RES","CNL","6800 Fleetwood Rd #901","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","09/27/23","eXp Realty LLC (EXPY12)","$499,888"
"VAFX2137956","RES","CNL","6808 Broyhill St","Mclean","Fairfax, VA","5","4/2","Detached","02/14/24","TTR Sothebys International Realty (TTRS3)","$2,399,000"
"VAFX2137262","RES","CNL","1650 Silver Hill Dr #1709","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","09/25/23","Keller Williams Realty (KWR21)","$649,000"
"VAFX2137318","RES","CNL","6401 Old Dominion Dr","Mclean","Fairfax, VA","6","6/2","Detached","10/12/23","Samson Properties (SAMP14)","$2,598,000"
"VAFX2136584","RES","CNL","1390 Ingleside Ave","Mclean","Fairfax, VA","3","4/1","End of Row/Townhouse","07/13/23","Weichert, REALTORS (WEI70)","$1,399,000"
"VAFX2136636","RES","CNL","1650 Silver Hill #1008","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","02/28/24","EXP Realty, LLC (EXPY1)","$599,000"
"VAFX2136338","RES","CNL","4054 41st St N","Mclean","Fairfax, VA","7","3/1","Detached","09/25/23","Realty One Group Capital Properties (ROGC1)","$2,099,900"
"VAFX2131676","RES","CNL","1850 Patton Ter","Mclean","Fairfax, VA","6","6/2","Detached","08/09/23","Compass (COMPS5)","$2,875,000"
"VAFX2134986","RES","CNL","7304 Old Dominion Dr","Mclean","Fairfax, VA","5","4/1","Detached","07/30/23","Samson Properties (SAMP1)","$2,850,000"
"VAFX2131656","RES","CNL","6605 Jerry Pl","Mclean","Fairfax, VA","5","2/1","Detached","03/05/25","Long & Foster Real Estate, Inc. (LNG83)","$899,000"
"VAFX2135828","RES","CNL","1603 Westmoreland St","Mclean","Fairfax, VA","7","6/1","Detached","07/18/23","CENTURY 21 New Millennium (CENT2041)","$2,499,000"
"VAFX2132236","RES","CNL","8220 Crestwood Heights Dr #112","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","08/20/23","VMDC Realty LLC (VMDCRLLC)","$965,000"
"VAFX2134804","RES","CNL","1133 Buchanan St","Mclean","Fairfax, VA","5","5/1","Detached","07/23/23","Innovation Properties, LLC (ZOOME1)","$2,184,900"
"VAFX2132456","RES","CNL","6401 Old Dominion Dr","Mclean","Fairfax, VA","6","7/1","Detached","07/08/23","Samson Properties (SAMP14)","$2,598,000"
"VAFX2133604","RES","CNL","7025 Little Leaf Linden Ln","Mclean","Fairfax, VA","3","4/1","Interior Row/Townhouse","08/25/23","Samson Properties (SAMP1)","$1,300,000"
"VAFX2133434","RES","CNL","6116 Old Dominion","Mclean","Fairfax, VA","5","5/5","Detached","09/12/23","Washington Fine Properties, LLC (WFP4)","$5,500,000"
"VAFX2133332","RES","CNL","8911 Georgetown Pike","Mclean","Fairfax, VA","6","7/2","Detached","01/12/24","TTR Sothebys International Realty (TTRS3)","$9,500,000"
"VAFX2132438","RES","CNL","1800 Old Meadow Rd #603","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","07/31/23","Redfin Corporation (REFC1)","$429,000"
"VAFX2133220","RES","CNL","893 Georgetown Ridge Ct","Mclean","Fairfax, VA","5","7/2","Detached","11/17/23","Yeonas & Shafran Real Estate, LLC (YSRE1)","$4,890,000"
"VAFX2132578","RES","CNL","8370 Greensboro Dr #707","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","07/29/23","Real Broker, LLC (REKL1)","$525,000"
"VAFX2131514","RES","CNL","1110 Balls Hill Rd #LOT 1","Mclean","Fairfax, VA","6","5/2","Detached","06/27/24","RE/MAX Gateway, LLC (RMAX154)","$4,950,000"
"VAFX2132770","RES","CNL","1650 Silver Hill Dr #1409","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","06/13/23","Keller Williams Realty (KWR8)","$630,000"
"VAFX2131300","RES","CNL","1222 Earnestine St","Mclean","Fairfax, VA","6","4/0","Detached","06/27/23","Home Discovery Realtors (HODR1)","$1,349,000"
"VAFX2129492","RES","CNL","1110 Lot #2 Balls Hill Rd","Mclean","Fairfax, VA","6","7/2","Detached","06/27/24","RE/MAX Gateway, LLC (RMAX154)","$5,950,000"
"VAFX2131356","RES","CNL","1603 Westmoreland St","Mclean","Fairfax, VA","7","6/1","Detached","06/30/23","KW Metro Center (KWR17)","$2,490,000"
"VAFX2128822","RES","CNL","6226 Kellogg Dr","Mclean","Fairfax, VA","5","5/3","Detached","08/16/23","KW Metro Center (KWR9)","$3,589,888"
"VAFX2130520","RES","CNL","1408 Harvest Crossing Dr","Mclean","Fairfax, VA","4","4/1","End of Row/Townhouse","11/01/23","Better Homes Realty, Inc. (BHRY1)","$1,659,000"
"VAFX2130648","RES","CNL","1506 Kirby Rd","Mclean","Fairfax, VA","4","3","Detached","07/11/23","Fairfax Realty of Tysons (FRX2)","$1,199,000"
"VAFX2130312","RES","CNL","7708 Huntmaster Ln","Mclean","Fairfax, VA","5","3/1","Detached","07/24/23","Redfin Corporation (REFC1)","$1,675,000"
"VAFX2130622","RES","CNL","1645 International Dr #TH-16","Mclean","Fairfax, VA","2","2/1","End of Row/Townhouse","08/01/23","VMDC Realty LLC (VMDCRLLC)","$515,000"
"VAFX2129836","RES","CNL","7716 Georgetown Pike","Mclean","Fairfax, VA","7","7/4","Detached","06/17/24","TTR Sothebys International Realty (TTRS3)","$9,200,000"
"VAFX2129616","RES","CNL","817 Carrie Ct","Mclean","Fairfax, VA","6","5/1","Detached","08/25/23","Long & Foster Real Estate, Inc. (LNG83)","$3,950,000"
"VAFX2129514","RES","CNL","1826 Dalmation Dr","Mclean","Fairfax, VA","6","6/2","Detached","08/01/23","Keller Williams Realty (KWR21)","$2,724,888"
"VAFX2129288","RES","CNL","1603 Westmoreland St","Mclean","Fairfax, VA","7","6/1","Detached","06/30/23","KW Metro Center (KWR17)","$2,598,888"
"VAFX2129126","RES","CNL","8220 Crestwood Heights Dr #1818","Mclean","Fairfax, VA","3","3/1","Penthouse Unit/Flat/Apartment","11/03/23","Fairfax Realty of Tysons (FRX2)","$1,460,000"
"VAFX2128348","RES","CNL","1650 Silver Hill Dr #904","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","07/27/23","KW Metro Center (KWR9)","$605,000"
"VAFX2126976","RES","CNL","5708 Cricket Pl","Mclean","Fairfax, VA","4","4/0","End of Row/Townhouse","07/05/23","KW United (KWR13)","$1,949,000"
"VAFX2127414","RES","CNL","1650 Silver Hill Dr #1706","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","07/01/23","RLAH @properties (RLAH3)","$1,359,900"
"VAFX2127192","RES","CNL","1135 Buchanan St","Mclean","Fairfax, VA","5","5/1","Detached","06/26/23","Innovation Properties, LLC (ZOOME1)","$2,184,900"
"VAFX2126914","RES","CNL","6715 Old Chesterbrook Rd","Mclean","Fairfax, VA","6","6/2","Detached","08/08/23","Berkshire Hathaway HomeServices PenFed Realty (PFED8)","$2,699,000"
"VAFX2126374","RES","CNL","1603 Westmoreland St","Mclean","Fairfax, VA","7","6/1","Detached","06/30/23","KW Metro Center (KWR17)","$2,598,888"
"VAFX2126098","RES","CNL","1200 Dominion Ct","Mclean","Fairfax, VA","7","8/1","Detached","08/22/23","Keller Williams Realty (KWR21)","$4,695,000"
"VAFX2125072","RES","CNL","1603 Westmoreland St","Mclean","Fairfax, VA","6","6/1","Detached","06/30/23","KW Metro Center (KWR17)","$2,549,000"
"VAFX2124168","RES","CNL","5900 Calla Dr","Mclean","Fairfax, VA","6","6/1","Detached","07/24/23","KW Metro Center (KWR17)","$3,450,777"
"VAFX2124506","RES","CNL","1506 Kirby Rd","Mclean","Fairfax, VA","4","3","Detached","07/11/23","Fairfax Realty of Tysons (FRX2)","$1,225,000"
"VAFX2124352","RES","CNL","7104 Sea Cliff Rd","Mclean","Fairfax, VA","7","6/1","Detached","01/09/24","RE/MAX Distinctive Real Estate, Inc. (RMAX5)","$2,325,000"
"VAFX2123994","RES","CNL","5920 Woodley Rd","Mclean","Fairfax, VA","7","8","Detached","07/23/23","Keller Williams Realty (KWR21)","$4,500,000"
"VAFX2120454","RES","CNL","7339 Eldorado St","Mclean","Fairfax, VA","3","3/1","Interior Row/Townhouse","08/11/23","Weichert, REALTORS (WEI70)","$949,000"
"VAFX2123624","RES","CNL","1531 Inverness Park Ln","Mclean","Fairfax, VA","5","5/1","Detached","06/08/23","McEnearney Associates, Inc. (MCE6)","$2,850,000"
"VAFX2122880","RES","CNL","7708 Huntmaster Ln","Mclean","Fairfax, VA","5","3/1","Detached","06/01/23","Redfin Corporation (REFC1)","$1,725,000"
"VAFX2123048","RES","CNL","1650 Silver Hill Dr #1704","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/22/23","Samson Properties (SAMP1)","$799,900"
"VAFX2122610","RES","CNL","8757 Brook Rd","Mclean","Fairfax, VA","5","5/2","Detached","12/31/23","Casey Margenau Fine Homes and Estates LLC (CMFH1)","$3,650,000"
"VAFX2122688","RES","CNL","6513 Hitt Ave","Mclean","Fairfax, VA","6","6/1","Detached","10/02/23","Green Logic, Inc (MLSR1)","$3,000,000"
"VAFX2121930","RES","CNL","1120 Guilford Ct","Mclean","Fairfax, VA","4","4/4","Detached","09/03/23","Fairfax Realty of Tysons (FRX2)","$4,995,000"
"VAFX2119662","RES","CNL","1456 Harvest Crossing Dr","Mclean","Fairfax, VA","4","4/1","Interior Row/Townhouse","08/25/23","Washington Fine Properties, LLC (WFP4)","$1,775,000"
"VAFX2121864","RES","CNL","6116 Old Dominion","Mclean","Fairfax, VA","5","5/5","Detached","06/16/23","Washington Fine Properties, LLC (WFP4)","$4,800,000"
"VAFX2121670","RES","CNL","1604 Westmoreland St","Mclean","Fairfax, VA","5","4/1","Detached","07/21/23","Keller Williams Realty (KWR21)","$2,299,000"
"VAFX2120830","RES","CNL","1603 Westmoreland St","Mclean","Fairfax, VA","6","6/1","Detached","06/30/23","KW Metro Center (KWR17)","$2,674,888"
"VAFX2121322","RES","CNL","1222 Earnestine St","Mclean","Fairfax, VA","6","4/0","Detached","05/01/23","Home Discovery Realtors (HODR1)","$1,360,000"
"VAFX2121496","RES","CNL","8360 Greensboro Dr #919","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","08/16/23","Samson Properties (SAMP1)","$475,000"
"VAFX2118674","RES","CNL","1211 Corbin Ct","Mclean","Fairfax, VA","5","4/2","Detached","08/09/23","Yeonas & Shafran Real Estate, LLC (YSRE1)","$3,399,000"
"VAFX2120592","RES","CNL","4054 41st St N","Mclean","Fairfax, VA","7","3/1","Detached","06/09/23","Keller Williams Chantilly Ventures, LLC (KWR4)","$2,350,000"
"VAFX2120200","RES","CNL","6801 Dillon Ave","Mclean","Fairfax, VA","6","6/1","Detached","06/01/23","Green Logic, Inc (MLSR1)","$2,399,999"
"VAFX2119834","RES","CNL","7680 Tremayne Pl #107","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/21/23","Keller Williams Realty (KWR21)","$240,000"
"VAFX2119772","RES","CNL","1934 Beaver Ln","Mclean","Fairfax, VA","7","6/1","Detached","03/12/24","Innovation Properties, LLC (ZOOME1)","$2,499,900"
"VAFX2118770","RES","CNL","1800 Old Meadow Rd #910","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/12/23","Long & Foster Real Estate, Inc. (LNG183)","$799,000"
"VAFX2118138","RES","CNL","6615 Malta Ln","Mclean","Fairfax, VA","6","7/2","Detached","03/27/23","Washington Fine Properties, LLC (WFP4)","$10,995,000"
"VAFX2117416","RES","CNL","6226 Kellogg Dr","Mclean","Fairfax, VA","5","5/3","Detached","08/16/23","KW Metro Center (KWR9)","$3,499,888"
"VAFX2117842","RES","CNL","8370 Greensboro Dr #1021","Mclean","Fairfax, VA","2","2","Penthouse Unit/Flat/Apartment","04/09/23","Douglas Elliman of Metro DC, LLC (DEMDC2)","$570,000"
"VAFX2116106","RES","CNL","1720 Westmoreland St","Mclean","Fairfax, VA","6","5/1","Detached","09/08/23","Long & Foster Real Estate, Inc. (LNG83)","$2,590,000"
"VAFX2117428","RES","CNL","1290 Berry Pl","Mclean","Fairfax, VA","6","6/3","Detached","10/03/23","KW Metro Center (KWR9)","$4,499,888"
"VAFX2116964","RES","CNL","6801 Dillon Ave","Mclean","Fairfax, VA","6","6/2","Detached","05/15/23","Green Logic, Inc (MLSR1)","$2,675,000"
"VAFX2115980","RES","CNL","7680 Tremayne Pl #312","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/12/23","KW Metro Center (KWR9)","$259,000"
"VAFX2115664","RES","CNL","1500 Audmar Dr","Mclean","Fairfax, VA","7","7/1","Detached","06/01/24","Innovation Properties, LLC (ZOOME1)","$2,699,900"
"VAFX2115624","RES","CNL","1133 Buchanan St","Mclean","Fairfax, VA","5","5/1","Detached","04/12/23","Innovation Properties, LLC (ZOOME1)","$2,274,900"
